country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Uruguay,1989,male,5-14 years,2,279300,,"8,438,951,476"
Uruguay,1989,female,5-14 years,,271000,,"8,438,951,476"
Uruguay,1990,male,75+ years,37,52000,0.692,"9,298,839,655"
Uruguay,1990,male,55-74 years,74,246000,0.692,"9,298,839,655"
Uruguay,1990,male,35-54 years,75,339000,0.692,"9,298,839,655"
Uruguay,1990,male,15-24 years,33,247000,0.692,"9,298,839,655"
Uruguay,1990,male,25-34 years,27,216000,0.692,"9,298,839,655"
Uruguay,1990,female,75+ years,9,90000,0.692,"9,298,839,655"
Uruguay,1990,female,55-74 years,25,283000,0.692,"9,298,839,655"
Uruguay,1990,female,35-54 years,14,358000,0.692,"9,298,839,655"
Uruguay,1990,female,25-34 years,8,224000,0.692,"9,298,839,655"
Uruguay,1990,female,15-24 years,7,240000,0.692,"9,298,839,655"
Uruguay,1990,female,5-14 years,3,264000,0.692,"9,298,839,655"
Uruguay,1990,male,5-14 years,3,275000,0.692,"9,298,839,655"
Uruguay,1993,male,75+ years,43,56310,,"15,002,106,518"
Uruguay,1993,male,55-74 years,91,245147,,"15,002,106,518"
Uruguay,1993,male,35-54 years,88,346669,,"15,002,106,518"
Uruguay,1993,male,25-34 years,48,217544,,"15,002,106,518"
Uruguay,1993,male,15-24 years,45,262318,,"15,002,106,518"
Uruguay,1993,female,75+ years,15,97402,,"15,002,106,518"
Uruguay,1993,female,55-74 years,29,294908,,"15,002,106,518"
Uruguay,1993,female,35-54 years,32,369910,,"15,002,106,518"
Uruguay,1993,female,25-34 years,11,225577,,"15,002,106,518"
Uruguay,1993,female,15-24 years,1,254841,,"15,002,106,518"
Uruguay,1993,male,5-14 years,4,267997,,"15,002,106,518"
Uruguay,1993,female,5-14 years,2,257605,,"15,002,106,518"
Uruguay,1994,male,75+ years,42,56651,,"17,474,647,792"
Uruguay,1994,male,55-74 years,12,245863,,"17,474,647,792"
Uruguay,1994,male,25-34 years,59,218727,,"17,474,647,792"
Uruguay,1994,male,35-54 years,89,351348,,"17,474,647,792"
Uruguay,1994,male,15-24 years,33,267079,,"17,474,647,792"
Uruguay,1994,female,75+ years,1,99307,,"17,474,647,792"
Uruguay,1994,female,55-74 years,28,297374,,"17,474,647,792"
Uruguay,1994,female,35-54 years,23,374631,,"17,474,647,792"
Uruguay,1994,female,15-24 years,1,258791,,"17,474,647,792"
Uruguay,1994,female,25-34 years,7,225646,,"17,474,647,792"
Uruguay,1994,male,5-14 years,3,267769,,"17,474,647,792"
Uruguay,1994,female,5-14 years,,257110,,"17,474,647,792"
Uruguay,1995,male,75+ years,52,56835,0.711,"19,297,663,097"
Uruguay,1995,male,55-74 years,94,246698,0.711,"19,297,663,097"
Uruguay,1995,male,25-34 years,52,220523,0.711,"19,297,663,097"
Uruguay,1995,male,35-54 years,83,356049,0.711,"19,297,663,097"
Uruguay,1995,male,15-24 years,43,270288,0.711,"19,297,663,097"
Uruguay,1995,female,75+ years,16,101397,0.711,"19,297,663,097"
Uruguay,1995,female,55-74 years,25,299569,0.711,"19,297,663,097"
Uruguay,1995,female,35-54 years,27,379373,0.711,"19,297,663,097"
Uruguay,1995,female,15-24 years,18,261360,0.711,"19,297,663,097"
Uruguay,1995,female,25-34 years,15,226150,0.711,"19,297,663,097"
Uruguay,1995,female,5-14 years,2,257331,0.711,"19,297,663,097"
Uruguay,1995,male,5-14 years,,268243,0.711,"19,297,663,097"
Uruguay,1996,male,75+ years,29,58734,,"20,515,543,039"
Uruguay,1996,male,55-74 years,98,246654,,"20,515,543,039"
Uruguay,1996,male,35-54 years,8,360457,,"20,515,543,039"
Uruguay,1996,male,25-34 years,48,222786,,"20,515,543,039"
Uruguay,1996,male,15-24 years,48,271740,,"20,515,543,039"
Uruguay,1996,female,75+ years,12,104408,,"20,515,543,039"
Uruguay,1996,female,55-74 years,25,300610,,"20,515,543,039"
Uruguay,1996,female,35-54 years,27,384280,,"20,515,543,039"
Uruguay,1996,female,25-34 years,12,227151,,"20,515,543,039"
Uruguay,1996,female,15-24 years,9,262588,,"20,515,543,039"
Uruguay,1996,male,5-14 years,4,269451,,"20,515,543,039"
Uruguay,1996,female,5-14 years,1,258419,,"20,515,543,039"
Uruguay,1997,male,75+ years,49,60421,,"23,969,823,010"
Uruguay,1997,male,55-74 years,115,246859,,"23,969,823,010"
Uruguay,1997,male,25-34 years,59,225600,,"23,969,823,010"
Uruguay,1997,male,35-54 years,93,365113,,"23,969,823,010"
Uruguay,1997,male,15-24 years,49,271839,,"23,969,823,010"
Uruguay,1997,female,55-74 years,31,301689,,"23,969,823,010"
Uruguay,1997,female,75+ years,1,107408,,"23,969,823,010"
Uruguay,1997,female,25-34 years,14,228513,,"23,969,823,010"
Uruguay,1997,female,35-54 years,23,389448,,"23,969,823,010"
Uruguay,1997,female,15-24 years,11,262647,,"23,969,823,010"
Uruguay,1997,female,5-14 years,1,260472,,"23,969,823,010"
Uruguay,1997,male,5-14 years,1,271653,,"23,969,823,010"
Uruguay,1998,male,75+ years,56,61835,,"25,385,928,198"
Uruguay,1998,male,55-74 years,123,247165,,"25,385,928,198"
Uruguay,1998,male,35-54 years,114,369621,,"25,385,928,198"
Uruguay,1998,male,25-34 years,7,228816,,"25,385,928,198"
Uruguay,1998,male,15-24 years,48,270811,,"25,385,928,198"
Uruguay,1998,female,75+ years,15,110371,,"25,385,928,198"
Uruguay,1998,female,35-54 years,37,394443,,"25,385,928,198"
Uruguay,1998,female,55-74 years,24,302651,,"25,385,928,198"
Uruguay,1998,female,25-34 years,15,230204,,"25,385,928,198"
Uruguay,1998,female,15-24 years,15,261707,,"25,385,928,198"
Uruguay,1998,male,5-14 years,4,274290,,"25,385,928,198"
Uruguay,1998,female,5-14 years,,262973,,"25,385,928,198"
Uruguay,1999,male,75+ years,66,62922,,"23,983,945,191"
Uruguay,1999,male,55-74 years,13,247410,,"23,983,945,191"
Uruguay,1999,male,35-54 years,99,373571,,"23,983,945,191"
Uruguay,1999,male,25-34 years,48,232282,,"23,983,945,191"
Uruguay,1999,male,15-24 years,49,269133,,"23,983,945,191"
Uruguay,1999,female,55-74 years,26,303373,,"23,983,945,191"
Uruguay,1999,female,35-54 years,29,398731,,"23,983,945,191"
Uruguay,1999,female,75+ years,8,113267,,"23,983,945,191"
Uruguay,1999,female,25-34 years,9,232218,,"23,983,945,191"
Uruguay,1999,female,15-24 years,9,260141,,"23,983,945,191"
Uruguay,1999,female,5-14 years,3,265191,,"23,983,945,191"
Uruguay,1999,male,5-14 years,1,276594,,"23,983,945,191"
Uruguay,2000,male,75+ years,61,63651,0.742,"22,823,255,802"
Uruguay,2000,male,55-74 years,141,247499,0.742,"22,823,255,802"
Uruguay,2000,male,35-54 years,135,376711,0.742,"22,823,255,802"
Uruguay,2000,male,25-34 years,6,235863,0.742,"22,823,255,802"
Uruguay,2000,male,15-24 years,62,267146,0.742,"22,823,255,802"
Uruguay,2000,female,75+ years,11,116083,0.742,"22,823,255,802"
Uruguay,2000,female,35-54 years,33,401998,0.742,"22,823,255,802"
Uruguay,2000,female,55-74 years,22,303770,0.742,"22,823,255,802"
Uruguay,2000,female,25-34 years,13,234530,0.742,"22,823,255,802"
Uruguay,2000,female,15-24 years,13,258235,0.742,"22,823,255,802"
Uruguay,2000,female,5-14 years,2,266635,0.742,"22,823,255,802"
Uruguay,2000,male,5-14 years,2,278048,0.742,"22,823,255,802"
Uruguay,2001,male,75+ years,51,65952,,"20,898,788,417"
Uruguay,2001,male,55-74 years,119,247337,,"20,898,788,417"
Uruguay,2001,male,35-54 years,122,379834,,"20,898,788,417"
Uruguay,2001,male,15-24 years,51,263212,,"20,898,788,417"
Uruguay,2001,male,25-34 years,44,238488,,"20,898,788,417"
Uruguay,2001,female,35-54 years,42,404912,,"20,898,788,417"
Uruguay,2001,female,55-74 years,29,303804,,"20,898,788,417"
Uruguay,2001,female,75+ years,1,119725,,"20,898,788,417"
Uruguay,2001,female,25-34 years,14,236799,,"20,898,788,417"
Uruguay,2001,female,15-24 years,13,254779,,"20,898,788,417"
Uruguay,2001,male,5-14 years,3,278758,,"20,898,788,417"
Uruguay,2001,female,5-14 years,1,267424,,"20,898,788,417"
Uruguay,2002,male,75+ years,78,67798,,"13,606,494,599"
Uruguay,2002,male,55-74 years,143,246961,,"13,606,494,599"
Uruguay,2002,male,35-54 years,152,381763,,"13,606,494,599"
Uruguay,2002,male,25-34 years,82,240893,,"13,606,494,599"
Uruguay,2002,male,15-24 years,77,259090,,"13,606,494,599"
Uruguay,2002,female,55-74 years,5,303582,,"13,606,494,599"
Uruguay,2002,female,75+ years,18,123044,,"13,606,494,599"
Uruguay,2002,female,35-54 years,39,406545,,"13,606,494,599"
Uruguay,2002,female,15-24 years,17,251019,,"13,606,494,599"
Uruguay,2002,female,25-34 years,14,239064,,"13,606,494,599"
Uruguay,2002,female,5-14 years,3,267162,,"13,606,494,599"
Uruguay,2002,male,5-14 years,2,278336,,"13,606,494,599"
Uruguay,2003,male,75+ years,62,69240,,"12,045,631,093"
Uruguay,2003,male,55-74 years,131,246693,,"12,045,631,093"
Uruguay,2003,male,35-54 years,17,383052,,"12,045,631,093"
Uruguay,2003,male,25-34 years,63,242784,,"12,045,631,093"
Uruguay,2003,male,15-24 years,48,255495,,"12,045,631,093"
Uruguay,2003,female,35-54 years,48,407508,,"12,045,631,093"
Uruguay,2003,female,55-74 years,34,303367,,"12,045,631,093"
Uruguay,2003,female,75+ years,1,126141,,"12,045,631,093"
Uruguay,2003,female,25-34 years,18,240934,,"12,045,631,093"
Uruguay,2003,female,15-24 years,11,247644,,"12,045,631,093"
Uruguay,2003,female,5-14 years,2,265973,,"12,045,631,093"
Uruguay,2003,male,5-14 years,1,276941,,"12,045,631,093"
Uruguay,2004,male,75+ years,67,70353,,"13,686,329,890"
Uruguay,2004,male,55-74 years,11,246918,,"13,686,329,890"
Uruguay,2004,male,35-54 years,119,384545,,"13,686,329,890"
Uruguay,2004,male,25-34 years,65,243681,,"13,686,329,890"
Uruguay,2004,male,15-24 years,56,253189,,"13,686,329,890"
Uruguay,2004,female,75+ years,14,129090,,"13,686,329,890"
Uruguay,2004,female,55-74 years,31,303509,,"13,686,329,890"
Uruguay,2004,female,35-54 years,34,408704,,"13,686,329,890"
Uruguay,2004,female,15-24 years,17,245401,,"13,686,329,890"
Uruguay,2004,female,25-34 years,9,241875,,"13,686,329,890"
Uruguay,2004,male,5-14 years,4,275002,,"13,686,329,890"
Uruguay,2004,female,5-14 years,3,264222,,"13,686,329,890"
Uruguay,2005,male,75+ years,55,71161,0.756,"17,362,857,684"
Uruguay,2005,male,55-74 years,112,247909,0.756,"17,362,857,684"
Uruguay,2005,male,25-34 years,66,243372,0.756,"17,362,857,684"
Uruguay,2005,male,35-54 years,93,386768,0.756,"17,362,857,684"
Uruguay,2005,male,15-24 years,56,252521,0.756,"17,362,857,684"
Uruguay,2005,female,75+ years,18,131946,0.756,"17,362,857,684"
Uruguay,2005,female,35-54 years,37,410654,0.756,"17,362,857,684"
Uruguay,2005,female,55-74 years,26,304225,0.756,"17,362,857,684"
Uruguay,2005,female,15-24 years,17,244651,0.756,"17,362,857,684"
Uruguay,2005,female,25-34 years,15,241655,0.756,"17,362,857,684"
Uruguay,2005,female,5-14 years,2,262330,0.756,"17,362,857,684"
Uruguay,2005,male,5-14 years,1,272986,0.756,"17,362,857,684"
Uruguay,2006,male,75+ years,59,73133,,"19,579,457,966"
Uruguay,2006,male,55-74 years,118,248049,,"19,579,457,966"
Uruguay,2006,male,25-34 years,64,243474,,"19,579,457,966"
Uruguay,2006,male,35-54 years,93,389435,,"19,579,457,966"
Uruguay,2006,male,15-24 years,56,252909,,"19,579,457,966"
Uruguay,2006,female,55-74 years,47,303521,,"19,579,457,966"
Uruguay,2006,female,35-54 years,56,413094,,"19,579,457,966"
Uruguay,2006,female,75+ years,13,136305,,"19,579,457,966"
Uruguay,2006,female,25-34 years,14,241639,,"19,579,457,966"
Uruguay,2006,female,15-24 years,6,245043,,"19,579,457,966"
Uruguay,2006,male,5-14 years,2,270656,,"19,579,457,966"
Uruguay,2006,female,5-14 years,,260187,,"19,579,457,966"
Uruguay,2007,male,75+ years,64,74790,,"23,410,572,634"
Uruguay,2007,male,55-74 years,114,248953,,"23,410,572,634"
Uruguay,2007,male,35-54 years,128,393092,,"23,410,572,634"
Uruguay,2007,male,25-34 years,66,242488,,"23,410,572,634"
Uruguay,2007,male,15-24 years,63,254712,,"23,410,572,634"
Uruguay,2007,female,55-74 years,4,303537,,"23,410,572,634"
Uruguay,2007,female,35-54 years,48,416393,,"23,410,572,634"
Uruguay,2007,female,75+ years,14,140384,,"23,410,572,634"
Uruguay,2007,female,15-24 years,19,246721,,"23,410,572,634"
Uruguay,2007,female,25-34 years,14,240694,,"23,410,572,634"
Uruguay,2007,male,5-14 years,6,268262,,"23,410,572,634"
Uruguay,2007,female,5-14 years,,257931,,"23,410,572,634"
Uruguay,2008,male,75+ years,53,76044,,"30,366,213,119"
Uruguay,2008,male,55-74 years,13,250691,,"30,366,213,119"
Uruguay,2008,male,35-54 years,131,397413,,"30,366,213,119"
Uruguay,2008,male,25-34 years,64,240730,,"30,366,213,119"
Uruguay,2008,male,15-24 years,57,257457,,"30,366,213,119"
Uruguay,2008,female,55-74 years,34,304348,,"30,366,213,119"
Uruguay,2008,female,75+ years,16,144107,,"30,366,213,119"
Uruguay,2008,female,35-54 years,39,420239,,"30,366,213,119"
Uruguay,2008,female,15-24 years,11,249224,,"30,366,213,119"
Uruguay,2008,female,25-34 years,1,239056,,"30,366,213,119"
Uruguay,2008,male,5-14 years,3,265857,,"30,366,213,119"
Uruguay,2008,female,5-14 years,2,255625,,"30,366,213,119"
Uruguay,2009,male,75+ years,59,76759,,"31,660,911,277"
Uruguay,2009,male,55-74 years,99,253331,,"31,660,911,277"
Uruguay,2009,male,25-34 years,79,238754,,"31,660,911,277"
Uruguay,2009,male,35-54 years,17,401900,,"31,660,911,277"
Uruguay,2009,male,15-24 years,64,260287,,"31,660,911,277"
Uruguay,2009,female,75+ years,14,147420,,"31,660,911,277"
Uruguay,2009,female,55-74 years,28,306049,,"31,660,911,277"
Uruguay,2009,female,35-54 years,35,424092,,"31,660,911,277"
Uruguay,2009,female,15-24 years,13,251731,,"31,660,911,277"
Uruguay,2009,female,25-34 years,12,237146,,"31,660,911,277"
Uruguay,2009,female,5-14 years,1,253321,,"31,660,911,277"
Uruguay,2009,male,5-14 years,,263516,,"31,660,911,277"
Uruguay,2010,male,75+ years,67,76869,0.78,"40,284,481,652"
Uruguay,2010,male,55-74 years,16,256883,0.78,"40,284,481,652"
Uruguay,2010,male,25-34 years,77,236974,0.78,"40,284,481,652"
Uruguay,2010,male,15-24 years,69,262585,0.78,"40,284,481,652"
Uruguay,2010,male,35-54 years,11,406214,0.78,"40,284,481,652"
Uruguay,2010,female,55-74 years,42,308647,0.78,"40,284,481,652"
Uruguay,2010,female,75+ years,14,150385,0.78,"40,284,481,652"
Uruguay,2010,female,35-54 years,38,427551,0.78,"40,284,481,652"
Uruguay,2010,female,25-34 years,18,235276,0.78,"40,284,481,652"
Uruguay,2010,female,15-24 years,11,253651,0.78,"40,284,481,652"
Uruguay,2010,female,5-14 years,3,251005,0.78,"40,284,481,652"
Uruguay,2010,male,5-14 years,1,261266,0.78,"40,284,481,652"
Uruguay,2012,male,75+ years,65,78821,0.788,"51,264,390,116"
Uruguay,2012,male,55-74 years,112,263508,0.788,"51,264,390,116"
Uruguay,2012,male,35-54 years,144,413990,0.788,"51,264,390,116"
Uruguay,2012,male,25-34 years,72,234961,0.788,"51,264,390,116"
Uruguay,2012,male,15-24 years,81,264743,0.788,"51,264,390,116"
Uruguay,2012,female,55-74 years,36,314226,0.788,"51,264,390,116"
Uruguay,2012,female,35-54 years,44,433744,0.788,"51,264,390,116"
Uruguay,2012,female,75+ years,14,155392,0.788,"51,264,390,116"
Uruguay,2012,female,25-34 years,16,232940,0.788,"51,264,390,116"
Uruguay,2012,female,15-24 years,12,255688,0.788,"51,264,390,116"
Uruguay,2012,male,5-14 years,2,257123,0.788,"51,264,390,116"
Uruguay,2012,female,5-14 years,1,246803,0.788,"51,264,390,116"
Uruguay,2013,male,75+ years,63,79099,0.79,"57,531,233,351"
Uruguay,2013,male,55-74 years,89,267909,0.79,"57,531,233,351"
Uruguay,2013,male,25-34 years,77,234385,0.79,"57,531,233,351"
Uruguay,2013,male,35-54 years,118,417858,0.79,"57,531,233,351"
Uruguay,2013,male,15-24 years,73,265054,0.79,"57,531,233,351"
Uruguay,2013,female,75+ years,23,157260,0.79,"57,531,233,351"
Uruguay,2013,female,35-54 years,38,436578,0.79,"57,531,233,351"
Uruguay,2013,female,55-74 years,25,318219,0.79,"57,531,233,351"
Uruguay,2013,female,25-34 years,17,231983,0.79,"57,531,233,351"
Uruguay,2013,female,15-24 years,15,255905,0.79,"57,531,233,351"
Uruguay,2013,female,5-14 years,5,244964,0.79,"57,531,233,351"
Uruguay,2013,male,5-14 years,3,255456,0.79,"57,531,233,351"
Uruguay,2014,male,75+ years,55,79118,0.793,"57,236,013,086"
Uruguay,2014,male,35-54 years,15,421245,0.793,"57,236,013,086"
Uruguay,2014,male,55-74 years,95,272749,0.793,"57,236,013,086"
Uruguay,2014,male,25-34 years,81,234529,0.793,"57,236,013,086"
Uruguay,2014,male,15-24 years,78,264979,0.793,"57,236,013,086"
